Date,aum,net_flow,DPI_price
2021-07-07,146864175.74933696,458776.97352973575,336.30109145108
2021-07-08,133122763.47442503,-858938.5406655872,307.72680950604376
2021-07-09,130928083.30639867,-1579880.3335736203,306.2224832021149
2021-07-10,131816253.84121811,-56858.27380555003,308.33589642645114
2021-07-11,131880224.20121086,-125989.8351885668,312.1570033979298
2021-07-12,135140831.63329923,547689.1655880981,318.3983928980987
2021-07-13,126577399.20409352,131951.71108466754,294.2374581571463
2021-07-14,120478169.93115497,238753.84958877563,278.168232202514
2021-07-15,119696300.65990598,-213410.57232513232,278.55773741687443
2021-07-16,116478891.10835733,208483.5472770351,269.1148401200789
2021-07-17,112376229.45955393,-261359.67732991968,260.3766512667089
2021-07-18,115739319.31443954,-115482.28632278218,270.14924839014924
2021-07-19,109622741.6412654,467701.67790644034,249.08761782678243
2021-07-20,99637850.48972164,-1502375.8832520002,232.03162183927796
2021-07-21,109512665.75486866,937197.2247949584,255.30956125978616
2021-07-22,114551407.70552117,-128077.83044831784,266.79862649706274
2021-07-23,121200771.980724,1724289.1146588733,279.4723861629714
2021-07-24,125786582.6308594,263929.98439987894,288.16200975665583
2021-07-25,122846343.36174962,538969.7167532268,280.16819864457904
2021-07-26,135449863.34800038,143215.9786781488,307.294918060033
2021-07-27,126420312.10817952,297457.356265981,287.40751062641186
2021-07-28,127974531.35835908,-469067.7982707046,292.6793844866222
2021-07-29,130466805.17114134,64852.39369935221,297.6438220025814
2021-07-30,134606534.66412193,-53691.61440954646,306.39613498178966
2021-07-31,139014419.6237492,-9818.169725391985,316.0719170248933
2021-08-01,145082993.22314116,536395.0864591073,330.1777156400252
2021-08-02,143502686.5292721,1625928.7661024,320.3088916165913
2021-08-03,136904476.3719508,-318350.1271108349,308.146012878713
2021-08-04,139897589.99765316,282748.1434483704,323.207846208988
2021-08-05,150821819.67448062,-194698.64981837853,348.479263959442
2021-08-06,158906833.2157768,141019.58042815668,355.99833412160706
2021-08-07,169697390.15493944,653106.3352404806,376.8688168893681
2021-08-08,169224056.53141296,819645.256903311,376.71995370241854
2021-08-09,168536600.53724766,1878199.453290708,374.3793661466486
2021-08-10,177137321.3652216,3698409.9931102246,381.58670668794633
2021-08-11,195506559.31673107,9112876.468344396,402.9807664833472
2021-08-12,187969464.5358387,724274.173176329,384.6766032869392
2021-08-13,199161389.15694267,-1118936.9775737706,409.4241855184765
2021-08-14,201732942.5127533,-248008.3679619071,414.7911246954689
2021-08-15,196761102.71956852,-229809.36227948984,407.8398696302162
2021-08-16,205723192.1756096,354784.33130625926,426.1209236173137
2021-08-17,203848727.84005284,681404.7878841389,416.4204915242582
2021-08-18,189015445.08773705,186842.20008794568,387.5249418813128
2021-08-19,186414542.3800828,-1130923.4285077665,384.9926134075124
2021-08-20,199531106.80500785,-1976017.2112147007,414.5479027670485
2021-08-21,202314518.8130064,-2947.335607123335,424.1312819049327
2021-08-22,200173056.99270672,-217238.961909318,420.4328021518325
2021-08-23,206213764.7971621,1025769.8304994416,429.9107671174866
2021-08-24,203480124.49043155,2315093.397468635,418.6253171348849
2021-08-25,192691943.6517969,200815.9024349186,394.6622861162028
2021-08-26,185386544.1426077,1630031.8966700896,378.6923507942059
2021-08-27,187823887.55460244,-654602.06099501,378.1668770919503
2021-08-28,192785726.2588036,211607.00276599164,392.09880489996334
2021-08-29,190189046.5544991,379074.3133267884,386.86938640872967
2021-08-30,186675102.02323064,624728.5952928156,380.4073978756134
2021-08-31,192131607.14963472,-263312.8869600222,389.0826376076624
2021-09-01,207868246.82769552,1144719.1908935015,420.25000980358703
2021-09-02,210872576.1549549,0.0,426.9257272668949
2021-09-03,210040246.77963415,0.0,425.4784613734644
2021-09-04,210241469.54436427,231142.69849059667,424.4325758014135
2021-09-05,215266277.50217208,690209.9403117712,435.1917946886212
2021-09-06,220347527.0011599,2057179.9650314476,439.516541126556
2021-09-07,215558694.5358081,10279294.517428309,412.0215901051698
2021-09-08,195418465.24536848,6150609.828741705,352.7470439448566
2021-09-09,197760975.0843928,1824786.589581352,360.398360444482
2021-09-10,197910866.93529892,4152490.4970910153,348.96416614980683
2021-09-11,193433232.9979598,-6898.220602630117,345.77075103199513
2021-09-12,198505922.4855686,0.0,355.71869829740416
2021-09-13,191431688.9526278,2325732.9793030377,335.15528147754594
2021-09-14,200337384.2771521,-659493.3802886682,353.0220972174391
2021-09-15,218695592.5726729,-1136468.0288119568,386.85473273071847
2021-09-16,232949879.65461612,1117583.6740427222,413.5596185664678
2021-09-17,217805021.1913136,5773011.166582198,375.38827859232987
2021-09-18,217812032.32638252,-177266.00317415313,376.4544038344114
2021-09-19,215904035.7984228,3551887.190709305,365.4316036292962
2021-09-20,195304802.62080017,3938618.3829467176,329.867981479565
2021-09-21,188629355.4253381,94564.10526982238,316.1012023545661
2021-09-22,183282981.25847375,-155626.51340885204,303.4031665045179
2021-09-23,192146265.95097107,-1093289.4736559817,320.7449643059237
2021-09-24,182811342.87141645,153609.1059953995,306.6927313289942
2021-09-25,180247401.0176133,-2671.730312984065,300.00858650241173
2021-09-26,188206786.491357,-2716497.260869017,301.3230767430388
2021-09-27,194664770.43331563,432575.46134521,331.01280910673006
2021-09-28,183500019.63248944,-323208.3872709497,312.3522856151432
2021-09-29,182984537.6589209,308390.6048769056,310.1538892169976
2021-09-30,181478009.23568723,487998.5941632511,305.373385340944
2021-10-01,194858939.8236452,0.0,326.61783103462005
2021-10-02,199560038.80010897,-414828.1794742752,337.76905073018924
2021-10-03,205012375.5184917,355019.44954366167,344.2551183363987
2021-10-04,197894276.2975382,0.0,332.90076123788526
2021-10-05,196711404.7892141,-172375.39000000057,331.1651248061222
2021-10-06,198673647.82161063,0.0,334.68972009526703
2021-10-07,198817378.8170615,0.0,335.09377363159604
2021-10-08,202983908.78170055,0.0,342.45188562791606
2021-10-09,200712785.13719308,0.0,337.5556623570968
2021-10-10,199595481.55163476,0.0,336.1837439475006
2021-10-11,195215139.34982708,0.0,329.9765906760764
2021-10-12,186982282.7124736,0.0,313.97173572670926
2021-10-13,190695138.17230263,0.0,320.91298732132014
2021-10-14,197150400.2337953,0.0,333.1837062391803
2021-10-15,200154701.96143255,0.0,339.2536913135647
2021-10-16,203518818.78229693,0.0,343.16487683387965
2021-10-17,203123958.72955397,-68220.53552329693,342.5206189235162
2021-10-18,197621761.03195265,0.0,330.98601518530364
2021-10-19,196898691.5205878,-354377.2806002755,332.3835647999938
2021-10-20,198238958.9569033,-862279.1778932794,332.7980662600202
2021-10-21,204104510.71031487,-808598.257793841,346.7693951557261
2021-10-22,202791568.2532172,-355109.28651047766,344.4397184031138
2021-10-23,199169308.75550225,0.0,339.3490702380449
2021-10-24,198937262.9250898,-1108138.5993770151,342.70455982141846
2021-10-25,197882136.5178745,0.0,337.8325916790992
2021-10-26,212177104.98548853,-306006.51547983504,360.9159658277475
2021-10-27,196002267.0187584,-4886374.088458366,352.72883524952084
2021-10-28,191912539.24659556,0.0,335.9921976343145
2021-10-29,196236792.6699936,-399034.3090845503,345.15917137315535
2021-10-30,193737156.42092863,0.0,341.89631112628774
2021-10-31,189628409.56841385,-340633.35237113026,335.41452769394834
2021-11-01,193206590.7534747,-3071200.8217706247,352.1184144322253
2021-11-02,205585678.93074825,-391037.1047399461,371.1307293361282
2021-11-03,213448176.99451184,-394737.9057654477,385.38359600319336
2021-11-04,213699173.29379877,0.0,384.2918747074385
2021-11-05,208423853.79036388,-1102299.9873602046,376.80425708854114
2021-11-06,203634810.06365263,-33190.0491577774,369.3191028712659
2021-11-07,205360072.26525417,0.0,371.52249876651535
2021-11-08,211245254.67670137,-843218.5121660633,386.3351031587939
2021-11-09,221489464.61473963,-846939.865806633,409.2259631404211
2021-11-10,228054120.48006773,-67508.19381118017,417.8930678138336
2021-11-11,223342750.59986907,0.0,405.52873311737625
2021-11-12,214572301.93984863,439560.7330338234,390.4058449217194
2021-11-13,213141296.5655316,0.0,386.6723813568341
2021-11-14,217635609.672087,-397507.84197263344,397.14263673772086
2021-11-15,215999857.09811428,0.0,395.5355803123458
2021-11-16,195262749.0630252,220023.31206312595,354.56846805207323
2021-11-17,191219597.21740592,-1156867.0054638295,352.8061608726827
2021-11-18,188492212.31501365,345685.04154899786,339.93469604246155
2021-11-19,186069604.2112069,-344074.63044884143,339.2890436796187
2021-11-20,190889998.7366486,0.0,349.1118259627727
2021-11-21,188866606.8488688,0.0,347.04943639392394
2021-11-22,184666139.92316636,-342704.81634416943,337.75926620818336
2021-11-23,188013134.4999736,-734937.5778604175,347.337911419266
2021-11-24,190338761.10759047,0.0,350.79270821156047
2021-11-25,194171580.26453704,0.0,359.6385731097181
2021-11-26,177911069.6826775,860760.660597121,328.9088392191943
2021-11-27,180034737.70059237,-371096.5231611346,334.87586342083523
2021-11-28,173193922.20290366,0.0,319.20566852007966
2021-11-29,183391139.834036,0.0,337.98875827205234
2021-11-30,184315079.008723,-339766.0503091307,339.3586977170015
2021-12-01,186535497.47962743,0.0,343.38909637844296
2021-12-02,180198798.30332577,-473003.9718311502,331.91379696746634
2021-12-03,178205627.9037894,0.0,328.899380294884
2021-12-04,146455502.72915152,1748562.33489343,266.3508337350414
2021-12-05,147990691.19634557,-56830.31185254159,267.1060969865115
2021-12-06,138104022.99513918,-396689.5741249093,253.1934444570861
2021-12-07,149034631.63297892,-295413.08126178593,274.40626419107895
2021-12-08,149375863.8084826,-274787.4827133057,275.18465240927475
2021-12-09,148317995.05507892,274134.0176170438,272.49500755925584
2021-12-10,140087629.7281761,319711.3343433504,257.7566053842707
2021-12-11,137912964.8156217,0.0,253.3869805423216
2021-12-12,138949098.69225666,0.0,254.63314154243977
2021-12-13,135548477.32714736,0.0,247.946936738932
2021-12-14,127897489.7775321,0.0,234.2022712521856
2021-12-15,129657444.47467606,-281957.1216475101,237.96951019254809
2021-12-16,134346625.6602257,-311698.59901205706,246.181821768809
2021-12-17,130226684.517781,0.0,240.85781981038213
2021-12-18,138195423.24893486,-255161.566394566,254.3999029635953
2021-12-19,136733655.02460626,-73871.9342394278,252.3918466406726
2021-12-20,129871671.3333666,-1505173.765234172,242.48863862942468
2021-12-21,132732603.68841209,-5820.918761032539,247.16375994054624
2021-12-22,131748873.0513038,0.0,245.38523818329207
2021-12-23,129845827.14339016,-2014285.2033904423,272.3149669376766
2021-12-24,156314509.06333014,1458999.7769953858,294.0614217651567
2021-12-25,157244453.59690267,0.0,295.1801706132755
2021-12-26,156537948.01085728,-64286.78790617869,293.3180853679985
2021-12-27,161864107.34087127,-458294.0163162912,310.109789948867
2021-12-28,162725325.08742967,2911334.225858856,302.39019023993126
2021-12-29,156305867.98346877,0.0,289.1651078323924
2021-12-30,151210692.34660855,-330107.543216961,279.6869741810297
2021-12-31,155487875.20399144,-711906.5457019993,293.1693249760341
2022-01-01,153590379.6199416,297974.09428618907,288.4059509236882
2022-01-02,157281989.7689361,0.0,292.3704479905534
2022-01-03,161156433.28137815,-302418.31510079413,302.0593743334071
2022-01-04,160062772.26710236,0.0,297.54293465921023
2022-01-05,160263663.8922735,-10716.139146019434,290.83287976592777
2022-01-06,141680181.94046983,-268228.0483116896,264.378125797038
2022-01-07,135178573.78533176,0.0,252.81080764461055
2022-01-08,136046924.54630536,0.0,253.3824538193392
2022-01-09,132007079.5706272,0.0,244.8841361061646
2022-01-10,130061248.48118792,33168.41357627949,240.2621954723387
2022-01-11,126947440.97775644,-237183.71138226287,238.73138641151365
2022-01-12,133396604.74228597,-250097.60185080476,251.0711667730529
2022-01-13,135173893.23587325,0.0,253.92887265249132
2022-01-14,133151988.28229854,500572.7584010314,246.74134989041036
