Date,UNI_returns,AAVE_returns,MKR_returns,SNX_returns,COMP_returns
2020-09-10,,,,,
2020-09-11,,,-0.026291230001825316,0.06417368691059044,-0.03799864456160984
2020-09-12,,,-0.01345013787342586,0.027311286721755534,0.014216485651200372
2020-09-13,,,-0.030843194392113582,-0.040217742154802893,-0.00502958826426303
2020-09-14,,,-0.015701733763430203,-0.04541019715283312,-0.0424927404117591
2020-09-15,,,-0.030089461146311725,-0.07518254109594102,-0.021460320463013827
2020-09-16,,,-0.030210173515755834,-0.09318475012749228,-0.06315893246231097
2020-09-17,,,0.03860589952301874,0.03396906391568466,0.010434858432359473
2020-09-18,0.6934132065492697,,0.026857057348105284,-0.028664401553149754,0.039765437387229374
2020-09-19,0.1894045262831725,,0.03251024355027554,-0.03322580076775694,-0.041757236595821534
2020-09-20,-0.17878104797550154,,-0.040209739032367464,-0.01472142760920625,-0.029932927485416427
2020-09-21,-0.11263821632959348,,-0.05189369868450544,-0.11524362389334986,-0.08114016727453399
2020-09-22,-0.13438487185286574,,-0.018943554993963385,0.0438496898915417,0.004482234597243062
2020-09-23,0.07038744532191465,,-0.004545138449112862,0.016657987456658807,0.011205269593035583
2020-09-24,0.11084532017222015,,0.01388721999105802,0.0201470362759808,-0.020313276647869638
2020-09-25,0.043842475570222916,,0.0708763922332134,0.12336732192093969,0.014834321700183173
2020-09-26,-0.05060470043392529,,0.037238642774116704,0.08744339148092295,0.033975870778161
2020-09-27,0.00215720101738337,,-0.014832181613979256,0.0040091854542188,-0.017354415058234318
2020-09-28,-0.0583988283692185,,0.030648620109552382,0.014233861968785844,-0.023156376992973793
2020-09-29,-0.07152580914121698,,-0.0038360671655462975,-0.04962086594031356,-0.03660438145245326
2020-09-30,-0.028288824885544628,,0.028168457707228534,-0.04010812354093418,0.012462583482814926
2020-10-01,0.028463795195089014,,0.08757032686469102,0.01216828727989494,0.003883217374881509
2020-10-02,-0.07305066968150886,,-0.0469141738162151,-0.08518763267620033,-0.08341091531882905
2020-10-03,-0.006567154708842393,,0.03479160962496075,0.02236435000509185,0.003563110126195257
2020-10-04,-0.03606005929283551,,-0.019982383338762344,-0.005314027030473345,-0.022529108960571698
2020-10-05,-0.06872954696881528,,-0.00567758105797278,-0.02701224614877884,0.015164604722500252
2020-10-06,-0.135273214539831,,-0.033770668827695416,-0.10412608579077409,-0.08291319205470637
2020-10-07,-0.10463715713857547,,-0.036942662042048546,-0.03829241381301107,-0.05500502551958386
2020-10-08,0.10729319028255246,,0.00034837924232689055,0.0410534534748368,0.019720220917954556
2020-10-09,0.11402528003762424,,0.05491100581564812,0.05067118293683426,0.023302542987670094
2020-10-10,0.015664996699379596,,0.07670275898458279,0.070263914942577,0.05138238921670468
2020-10-11,-0.025944708065999134,,-0.002482458338274429,-0.037070369486649546,-0.01943013436735619
2020-10-12,0.032938070904594996,,-0.0025955930162194774,0.026322441594378354,0.019022359187719884
2020-10-13,-0.007607942878674279,,-0.008317140548101176,0.058707910684782316,-0.00469470153514806
2020-10-14,-0.043257173989777686,0.029752385244525614,-0.005879785359741541,-0.018841515769733808,-0.03976142747133826
2020-10-15,-0.061385885213385505,-0.09196135966502872,-0.023782414213100234,-0.06762388261329366,-0.03407396010316133
2020-10-16,0.02735816473068442,-0.12917784364956764,-0.028951186507607196,-0.039397901488911535,-0.033086060886727386
2020-10-17,-0.02941423667632148,-0.010879780386372495,0.008337076394764553,-0.012148160533416275,0.0010394621262375114
2020-10-18,0.03355293291920258,-0.020543776082281195,0.02105496489815506,0.0017657346972994592,0.015806470926850835
2020-10-19,0.015837178896378035,-0.03647500133416215,0.015827653858898394,-0.024417115828863523,-0.0175993663021613
2020-10-20,-0.06258464717319878,-0.115778368170257,-0.016855514098846114,-0.07322023257574883,-0.06840104828720672
2020-10-21,-0.007279445984169408,0.006688199571026177,-2.308524948135826e-05,0.013392327053081132,0.002523507353570542
2020-10-22,0.016601478226599298,0.04674721478729538,0.04383353189693584,0.04458833630740844,0.02361578171456591
2020-10-23,-0.000614855176355622,0.10105723569346936,0.010608021043620797,0.010415210915406092,0.04592135537085351
2020-10-24,-0.005302945085817412,0.019206622048302258,0.0034514204519526803,-0.0025742332806691914,0.013915690085554155
2020-10-25,-0.036314583299693504,-0.033942978120624634,-0.009319160852606756,-0.040849746245713026,-0.01021254260433635
2020-10-26,-0.05007879069454324,-0.0414873878383446,-0.005492817848371967,-0.007096509099610793,-0.0239155380518411
2020-10-27,0.02189330166821124,-0.03575732121523301,-0.010671422204429515,-0.020651383608222718,0.06918715673599762
2020-10-28,-0.03789458102556875,-0.07530800382214409,-0.035584349244774716,-0.013139425809152061,0.041761906798120974
2020-10-29,-0.033366241425756615,-0.0837837664438208,-0.038887117596037135,0.007576493443435917,-0.09969475216686785
2020-10-30,-0.09582107527793216,-0.01798756811042923,-0.027616869041652947,-0.12179972731404576,-0.08654830211577724
2020-10-31,-0.008103461427879877,0.01479629872859145,0.0002023162287261293,-0.0106436602900295,-0.009640713820331048
2020-11-01,-0.024997042120197488,-0.040836902633367034,0.010762018342283186,-0.0670171958570579,-0.003808074264202599
2020-11-02,0.012310810031879393,0.057919866450389934,0.01572558962395143,-0.03776861429729461,0.01704874549539337
2020-11-03,-0.07665866515625108,-0.08872239941420079,-0.03548396726078018,-0.08256938585303986,-0.07867702227624296
2020-11-04,-0.043721823911848756,-0.02115016022997107,-0.009595725491581608,0.01259468004672204,0.0021910985469726363
2020-11-05,-0.011325839340748045,0.030209097137911645,0.03544065776943195,0.09842359342501594,0.02766772535808726
2020-11-06,0.21866879048676524,0.2621737868509779,0.0011983953263903224,0.19740283174641027,0.06981257753290859
2020-11-07,0.10856148080125072,0.18743442247870057,0.006440469494420897,0.13016381564212298,0.06696369495582855
2020-11-08,-0.02083672141810944,0.13386155880036088,-0.020898966098613192,0.07195828081903888,-0.04662615237649248
2020-11-09,0.013878796686513928,0.11448131200669143,0.004307646027742029,0.037344193298281425,0.00326336409758321
2020-11-10,0.066744478913906,0.1398760705020674,0.015425210837111347,0.06690747575893519,0.03682153200073657
2020-11-11,0.06319944332469607,-0.03748921715746745,0.02819780716949749,-0.012794971001366506,0.07860347650785404
2020-11-12,-0.02713840473572715,-0.0705298801541695,-0.023099442653005675,-0.11722739696116935,-0.03964827050348374
2020-11-13,0.12369337979093209,0.09812966895237696,0.0073218681240940775,0.05047735479722193,0.03093364936871623
2020-11-14,0.10934258198371039,0.032826778934788914,-0.013471122307917471,-0.002682439523170377,0.06890766165728901
2020-11-15,0.0716298198600529,0.0634597739977023,-0.02513023722141683,0.03412741373291728,0.07176192758604527
2020-11-16,-0.0658642600255891,0.019414307727771307,-0.005945178931915485,0.008410911682171118,-0.016952251924912676
2020-11-17,-0.016158446469109022,0.08681965324262175,0.0013012395311262637,0.10109328939261597,0.021674407574550747
2020-11-18,-0.03967265711947188,0.007855489287329487,-0.0056937973777357875,0.016125100231154876,-0.06740509021611985
2020-11-19,0.004846183360048162,0.009128006943096345,-0.007634803819960734,0.00785366798378595,0.00028180425385326835
2020-11-20,0.0951325440867199,0.03936075901833669,0.006821941265930276,0.07716250322657214,0.03292957205037861
2020-11-21,-0.030778748466789962,-0.05369798334747378,0.03863024120976655,0.002992750434823721,0.01717973933611172
2020-11-22,-0.017770833179589163,-0.06188644148371358,0.02159426038132195,-0.04843067362271858,-0.001715547272358231
2020-11-23,0.043047508146528246,0.014737669128201292,0.06340530225879282,0.056288873483237856,0.019369603608918817
2020-11-24,0.07751078139208589,-0.004271194702114456,0.03526912222905265,0.02383451984318241,0.04200812091083583
2020-11-25,-0.046346847682404935,-0.07135856263713725,-0.013126912908759114,-0.0690870256103363,0.013411466137167372
2020-11-26,-0.15238133622585814,-0.08886084942669525,-0.11745860994609036,-0.17695788557778913,-0.16261479791832778
2020-11-27,-0.004087176561060835,0.05225280180436709,-0.00609047226166326,0.010649311733938571,-0.03451570634324164
2020-11-28,0.009961991235780898,-0.0011952361921895305,-0.0012723903654152657,0.005198590833757066,0.01324494491372219
2020-11-29,0.022241177316905558,0.053219879564837314,0.02679635261311164,0.02311608083833261,0.02380282105523146
2020-11-30,0.06274643058926932,0.14630038797036726,0.041206427010821,0.10828585125992474,0.028416694988741886
2020-12-01,0.009909981496816433,0.0063578273341451386,-0.016281711855606118,0.029229070656995315,-0.015457995864509133
2020-12-02,0.027568584253158557,0.10005167799963699,0.002805335639965323,0.06477770733603139,-0.009450597032875874
2020-12-03,0.027561840032673368,0.05073902478080239,0.05190986967878963,-0.008491713978068693,0.16672806911906557
2020-12-04,-0.044884055142555446,0.001682345009666797,-0.03154026265938681,-0.006211505911925097,0.08029902765467423
2020-12-05,-0.03676727372699107,-0.00663493967475437,-0.05821141099110483,0.00020638200837552745,-0.0263635105064981
2020-12-06,0.007625270230391834,0.011845633619256057,-0.009335532817189018,0.004076049269792881,0.02323897230820271
2020-12-07,0.014518854798055258,0.03696680247942452,-0.004195538177595326,0.001280175074020784,0.027614523982256722
2020-12-08,-0.03367045289475801,-0.053046980491612716,-0.017150918840938445,-0.00809920380705853,0.14938155186087543
2020-12-09,-0.0712237252333423,-0.05485807555052713,-0.035342086599554845,-0.07899671378447137,-0.019494248518465374
2020-12-10,-0.011972725056114575,-0.027436281029553866,0.036097178256345286,-0.012432306613475275,-0.01874164381054222
2020-12-11,-0.08219516138640548,-0.06679761870690348,-0.0027689793883030056,-0.07076080357182146,-0.07481599312211895
2020-12-12,0.037970311717688165,0.05639531672030951,0.011600959376989461,0.03522030045492963,0.02913502570510995
2020-12-13,0.042778312494277104,0.0361296288667734,0.016393678059589023,0.027562507608247522,-0.004013218779584493
2020-12-14,0.020072683974639682,0.02375924287115483,0.015214392913647234,0.05819866276404784,0.023859332606586348
2020-12-15,0.031205518909305008,0.04660852144657035,0.01018278968054176,0.10353180262408324,-0.0003673033380433566
2020-12-16,-0.008000977218582617,-0.024595724433269406,-0.02069003685941062,-0.03542081154410914,0.014683921445362902
2020-12-17,0.09797438739071263,0.013416673696965864,0.03257959640417263,0.019274827569562447,0.047223589131978994
2020-12-18,-0.0032280434169090766,-0.010671751966715326,0.012441401889450976,0.0950590483776741,-0.0065453718082226775
2020-12-19,0.09301819709265913,0.0833246858171317,0.04486669416838107,0.08399242341490787,0.0034596148357086687
2020-12-20,-0.035894426945013214,-0.052490964995401845,-0.02447528078273542,-0.021462981962023564,-0.022301751585343532
2020-12-21,-0.06330233435476418,-0.05103643713988393,-0.0465953282659024,-0.014597978462868255,-0.05714119666944095
