"HolderAddress","Balance","PendingBalanceUpdate"
"0x1c2eb30b84b19abdeef1bfb3a51d1ae2c2c5ebfc","2.155E-14","No"
"0xfc32260a554556417e2ddd7b5872566905d2d482","1E-18","No"
"0x5a8c3e9c7d6e5552dfaf0c6ee839d6989dbdd234","5.47858405889E-07","No"
"0xab6f1e478916c544710934dd96164ef6d4161c52","8E-18","No"
"0xf65a0d097d847809ce30fc7ccefeacf5e77add3f","1.96600630952566","No"
"0x25fcb2df4061b9bb8a949ec84573d7e52135bf79","2E-18","No"
"0x4a0bc638f5b64a7ea1a3114a5862f4d5fad1d6b6","9E-18","No"
"0x15af233dbb06ff04802f178019a4ef3d40e35317","2.5653395589265E-05","No"
"0x3a8c5e359c6b92eb7485168272112e71371d4a45","0.126219423234775","No"
"0x58fd2935e7d4416af66b7f04dc18f0d52f935c34","28.7","No"
"0x92c1f48ad7ef2ae00801620325af996f843293a3","1.49037811454139","No"
"0xcb0649e49f58e553348800fc6e42e96a17d8a6cf","5E-18","No"
"0x804ee4cb07149312c10bfd36f76c581ff36fea46","23.2493517991347","No"
"0xf4f4b341229b1fe4a8481b350b90cada5d33df40","15.6769378679194","No"
"0xc3a04de2d8c5885fce1f2236c908dc68658937fb","5.86434600475334","No"
"0x54b45b82dd69854c39bc4346197f4a7ddcd183c4","8","No"
"0x000e0079afa2a5aad5ff05b145abf4777b1707ac","1","No"
"0x3dd0822e1645a6f40909479d6c29df1f96b6ef13","4.501688129212E-06","No"
"0x1350804da29d56eb3ec41189d8a7168fc017401a","7E-18","No"
"0x79dbd89c56d3e81f4d790e8a79bf251941c91b05","73.6427770623208","No"
"0x614971bfe55692c315344008b0b7e0d35d586f19","0.133347153955568","No"
"0x427f13e3b49a3a11ffaad18934ec6e5c301d950b","3","No"
"0x345b47bfa3d61b8826a1fb4ac6f4c18cd15a6079","0.115124905658172","No"
"0xc18a822300c702f7395ad6153f32eb92510b7f97","6.91297233549E-07","No"
"0xfcdc3e438c2bb6e03ca915b5c608edb37ec7628b","7E-18","No"
"0xad776e99cd33ec8237050a56325cd317a474a353","0.0533769717502356","No"
"0x1aea18845e45211fb4b80703fb72d67da77c750b","22.3979130963387","No"
"0x6c4b59c00f36ab7a80e54722817378ea60fabf6a","3.706499719336E-06","No"
"0xd0c233f6e5f2e3935af422d152588d4b829bcc58","170.987711608641","No"
"0x3e08ae67000e3258dacce9f26a5822e943f27e50","3.20394129303613","No"
"0xa8692db89f86256bad328a3309b125c5ad0b71d6","8E-18","No"
"0x0a86ce0df517b6014a0d4755c3bceb3c7e7d9a18","1","No"
"0x68d9a447761007a19f8460b3e07f94fab253973f","0.0507655147477218","No"
"0xf16afa265b79bcc07b2f47e039a5cf04d3e0fbf9","3.51413898651E-07","No"
"0xc7090910c0148be0974b2907c02d999e2ade6582","3.3","No"
"0x68ecd134636cd13833ce4f34002a04759d1ce36f","1","No"
"0xf5f287f644f7bd948cd1f7137a65d1b427943456","3.4003997774E-08","No"
"0x9c73bcf7e90377b8195dceeb2b96d6fb7f0fd8a4","5.80846368961616","No"
"0xf7ce23e950d7ae6f56ee6dd245446c548cf8eafa","2.721364","No"
"0x58cbf5faf45002ea42af4597fb4fdd690d992d93","1.3E-17","No"
"0x46bb38f2f08038f8f5ad65853b921afa55df85ee","2.97842687638639","No"
"0x349a59baef8e532b09767c833632f37917abd058","1E-18","No"
"0xdf1addd89c2b94cebf10ced3ad6a817e6b16fe53","3.05714149000871","No"
"0x437e12061d7167fcf1d3d82b2d81daf69436cb69","0.00849999995731049","No"
"0x2bcfde6608749aa1ae3304daa6fdf74734d9c0b0","0.0709051650842102","No"
"0x2bf33641fa96a2c95dd446cb59416bdeb3032cf7","8E-18","No"
"0x933f8325572af31e6225dec39b277929989e9483","2","No"
"0x6510b33a35afcf6d1b1c7927139eb9c08343d665","9.59E-16","No"
"0x6357bdc20297e34a0452bd5e63f9f8e04dd4dfd4","7E-18","No"
"0xfd7e967ea4f2865a0155703b5386e40a2c2b4b92","3.8E-17","No"
"0xa91b24b6f0e966faf056278cea6267aaf0054304","4.011514894924E-06","No"
"0x78a6f41b9f928e2c02e757303ece52d8007a1374","1","No"
"0x10659352da2fafb68059d1c691f2f72508983a2b","1.50725543553935","No"
"0x535eb23e5dea7aff54221c4330d618f61aa457ca","0.0004","No"
"0xdef0b8c0095769a2228a3ab767bfec89d0a01c76","3.03370254442668","No"
"0xddf71f1f1c38be4cac22626b7731e4a4ce69077c","7E-18","No"
"0xf11613b1a07079024b7881b3784809b393efcce8","0.0253571936112113","No"
"0x103866486ae95d80084c69c2b79e297901c31ac7","4","No"
"0x7cfb10d9dc3a970fdf67b9a3e1bf5bf55a3b2c30","1.01156800255695","No"
"0x1581e25383edf7da35454cb58425654ac4243ccc","5.92488634258801","No"
"0x5a15423263438de2a9774cb71fd2936ba8b3301c","4.58935431749E-07","No"
"0xf189e3733ac6644b1ed5d399365633247dac98e0","67.2172946420991","No"
"0xb0b975ac6a2a8c8d6829880be6a9f2b209311827","47.5998667723688","No"
"0xb4ebee086fd21c6d2cf44471299375cbb8a35047","1.6983E-14","No"
"0xa3222b8b56e003ae89757f55bf760d49f042dbac","0.991515386389959","No"
"0x68c984f9fa2e30c7bd524e8c118a78d3113647e2","9.84492976794252","No"
"0xdd7a18064d0d1b10553e286aec0f3a6905f4c339","1.47684608915106","No"
"0xdccbd329480ddd9c45d25387e38c05b026a81b1e","4.4854292238E-07","No"
"0xfc5d4958992406c90d67fec568240d26db9ba390","4.60907284409E-07","No"
"0xfdab2d46feea6898db2719d7fd0d9b5ab718ce15","5.8E-17","No"
"0x5d7e80ce9df3968c6386e68eb31ac26ad6d5d14d","1E-18","No"
"0xded46b5d700a78210fa9cc5b98f2f81ba1908841","1","No"
"0xd432489c99e5056d4d490f968a3b1eb3cdb8ef62","5E-18","No"
"0xcdea0b923986d123b1ef4888c0fae26b4192b8a8","3.26541422118E-07","No"
"0x55437d86461d6ff8d959226af93d0e93a62a31fa","0.502144211725615","No"
"0xa550098b7f26ded5d2bf998cf734c4b593b80c45","0.00785874053667977","No"
"0x1d2f8a45ff6244f43079d116fe70c304b1d51d3f","0.00921514058072936","No"
"0x6e037c3ef761a2eff782e5b3e25ae5e7116de9d8","5E-18","No"
"0xa3550c1f571790147a57f57a7041754cecbc987c","0.942045580385225","No"
"0xc1ae461a07d5d0032112e4a8e37f9246bf5021a1","3E-18","No"
"0xb3aeba7fc075debcd37bd6743f1dbc4ffd6babfa","0.260742939473693","No"
"0x2851efa43027b57d2ad6b1e7b8b71c52b2f00bdc","9E-18","No"
"0x5942e876cb84021ce850cd8f076f0996857e4931","1.5","No"
"0x45fe9722b9fd9864d70eb0921fe640e73dab854d","7.1E-17","No"
"0x9f90ebeebfb5c75aee2c93e7f83a06ab8c913aaa","2.00004036831561","No"
"0xfc46795fed2e22e4ab1d8f211a01cdcab4e74a00","0.696382091266748","No"
"0xa24619c60368e5a0153cccc381a138104c1f8d32","34.0964880845583","No"
"0xb512794fc1934a92dbc310f95309e2349694992f","8.4","No"
"0x5c56e5df3d06f4bb51d1777f7271cd7fe3d2c8e0","1.5","No"
"0x06c8d2b1f1ecc8280698e9d4d9933e8ae149d7eb","0.358785442940787","No"
"0xc028c81948fc73f53c1644a3325e6887a1291ccd","8.58496699464303","No"
"0x54cc0802aa8bab73b21b897f96b37aff16239eea","7E-18","No"
"0xa32bd7cd49771f9a8e5a4cd1000d8fd42d105d81","7.5928677460955E-05","No"
"0x61d21716c9af33d522a98ec82befe3588f6a76ff","2.3039E-14","No"
"0x84216ce03c721ce01ae5fed50a9bb035b43789d2","0.00746082913832689","No"
"0x7ba8063a123774cec57210e5257753526d62fad2","0.0364632176885659","No"
"0xf40268eab02b6094be809b98cc490f509a121b06","2.9766398E-11","No"
"0x6c455e25ed1d765f1e1302debb7aa30e85a4ffb5","3.7875E-14","No"
"0x39122ec8ad657f223df52b138446ded839aefe97","1","No"
"0x5cff9c1362a71247da33887be2a44ac36a8724bb","10","No"
"0x0202fb82b2c2e8b6c338882eefc6751e7956686e","0.00260094897268102","No"
"0x4639c9e819628f36b1729931d08900e538babc28","11.9654724783514","No"
"0x646f7f4fe265d9d7172530504177a350241f88bb","6E-18","No"
"0xb546a26558f78cf9d00f278bd1f5cfba94865eb6","2","No"
"0x14977b0dbe7e155f9907effecbb70c9b7a05e737","4E-18","No"
"0xd0d122f3f972baf53e2abbc0a365f630deb0aac7","9.35889170204E-07","No"
"0x4b05a5da86cb3bf436a3fd305ba4d45066b97860","15.1657928558892","No"
"0x5995a5967cb27de3031ed812e47c705df6a6f82f","16.9008937827031","No"
"0xfee67c35747c6b5689d88336f513c2758dd237b0","2.3232464851634E-05","No"
"0x6b9113be36725f7138c7cf9fb81355088f62d8a1","1.53025329148661","No"
"0x2547167ba0837386a782e456bd6c08bc901203d9","1","No"
"0x0b401f042e55b0339b3d657c3d759235f2ebd350","0.256151177739651","No"
"0x2f91623f455528e29e67f8ced09fea9c60bd6071","0.64073158244762","No"
"0xd5b3630e0251a09c1b89224c60e5116d6961906b","3.00883218399461","No"
"0xf84cc4ed45f00c98e1739fd31f7533cafc249544","2.8151653214698E-05","No"
"0xb50fde1a8dbabf8c50810515a9c27661cbb8d17d","1.74573723329346","No"
"0xf105ffad6f9066b07193fc0e5afea275eff60d1a","1.06797805750271","No"
"0xb9c823fef93d1390660b1bea45caf51718ae7845","2.8969667433958","No"
"0x254cff8cde792f8d0e6baf5104809bac158b5897","1.93721477874723","No"
"0x3708045c19c4d0eab69289f8bc10d4a1ff4edc6a","26.7887519747646","No"
"0x7f53a6df910f9f4ed454c4086908514f4d713bec","2E-18","No"
"0xe4656f516f2c82d3f5aecb594cef91a0d8c2e642","21.6239015375135","No"
"0xc47dcf8776bc4ff7209577c8cc816950f246d1d4","0.000390565614544373","No"
"0x57d622e75ac1d1a6cb5209f58b8c5da9a675e975","3","No"
"0x67017bebe2a4b8645b28f83d5d472618b35a1230","3.89877615796059","No"
"0xb4000d1be3ff5d94572311944f7821227cbab605","0.00621915965032579","No"
"0x6179b7c99023de1316e5e265f1da84dc7aec5bd5","6.2E-17","No"
"0x68d49caa85546b1142517e069292e77fdd5a7713","3E-18","No"
"0x8e8f6f6a2792aecda92a45ad783a68a5baab8257","0.419648779212006","No"
"0x90663712d971956e1991e1d350c1005618b16f32","0.141870368980345","No"
"0xcf45c000b7a71a92f99eaca4cdbdfcf24d6d052b","4.5000000000073E-05","No"
"0x5b10e581bb26661f3e9735b686c6f2a16bc1c47b","5","No"
"0xe54fdabd06265ad5169d4a47f0e65e866b6c9b8a","94.4669622168462","No"
"0x95ff06bfc894445759bb70759be831950dda2441","5","No"
"0x117da5dcb99738e6a84d27150b7bcb48b05bd047","4E-18","No"
"0x2533b1ab5b0817f0681a64999ace6d39bed8ec99","0.179696778600875","No"
"0x6ba941ac48e359480d507f59be99c8b1d1d75a7c","8.07078771862024","No"
"0x75158e2cbccea9fe80a1ce9cf64b21f74dc1a82b","0.013492","No"
"0xa61e1bfb4acd1b0b8e89568d8721a4b61e485dd2","0.87051","No"
"0xb10b0350a1ae4b69a621c470589363a552c2dd15","1.221","No"
"0xa46746a4825cbf349235c5e7ccdb4d1f591a7211","5E-18","No"
"0xe0e307196006172a4785d5401dd4635c00ce8a0d","9E-18","No"
"0x1318a41d000d2a883cc8033055e9e388bfdd6ab1","2E-18","No"
"0xd4fed0986d9989f3edf6186c90e612caa6fffd55","3","No"
"0x2bdd8a6bef1e49ee2ad65cdea5719dd2f0b28016","5.53999298627765","No"
"0x9a7f2a832611c4fd2a7e5b081c934dddd82934de","6E-17","No"
"0xf25587568f230759768b6fc2cb2894e73868eba3","6E-18","No"
"0x5f247383172ec0d0bf9a817d180dfb11e61c5690","3.99999994012768","No"
"0xb4264e181207e2e701f72331e0998c38e04c8512","5.266757460889E-06","No"
"0x2a08fecb8ac932cb7d3f6a3a0e434a4b9968dd56","2.01378347187568","No"
"0x258eebee856122085f1f95431e923fd8e8b48a14","14.9997338006691","No"
"0x0aba55c93cf7292f71067b0ba0d8b464592895ca","111.94385944148","No"
"0x7e6c0494b956da9442800c286f9db94a298eee1a","5.4E-17","No"
"0x2e05cab96dcfb78ea9abaaba4653d58b501669b0","3.18987558652122","No"
"0x2a1404137b3762669a6fd4ee71341d7a907bdfad","4E-18","No"
"0x86d26652c40c177dd3bbe4e25fa66c0dcab3d115","4E-17","No"
"0xdc9ac66b32d15124a8c2d1cb36eeeea90d5f76b4","86.0474812883235","No"
"0x7e5ce10826ee167de897d262fcc9976f609ecd2b","26.0924057862155","No"
"0xcc86501e6bad159bfd1c51b24978295ad79ec7fb","3","No"
"0x58129133ce9c0459129beb6c8b8a485a89bdeaf2","8E-18","No"
"0xc4e948d5136a955a9522f00a622dc2db86073c6c","0.228179270539496","No"
"0xffc3a6487556de4851da92585325572c149c552e","6E-18","No"
"0x34477ab85120779e938d63a5969bdceb0c08bb0d","25","No"
"0xa6d69487ebfb47b411c3b90344ade5ec94950d71","10","No"
"0x6e75687b5dbb106be539565eb98c478c43af9fed","1.00702042038452","No"
"0xe7557c80ba69cb28784dccbf93bd8c7b94b343f4","1.3156971751E-08","No"
"0x5d2c34da9937b3ec55031640e377a694dfad3bb1","0.0922480910014657","No"
"0xf7e62a8055d3bcfb3949d952028547ab843e20e6","0.0813867502055994","No"
"0x6c4cd639a31c658549824559ecc2d04bed1a9ab9","9.0948172131778","No"
"0x43af588b70c6ac1ddd97dba4082cb81848d406ab","21.8427903445703","No"
"0xc6a7c4f06e5902337fc34e2d880f62981cffd311","8.92562644689884","No"
"0x06f8f48049378fd498a620e14f10b510e9506227","9.7E-17","No"
"0xcc964d51523c91ebfe916664742c3c01db5b1c1b","7E-18","No"
"0xecfc6e2232bdf6c9ae42aeb2b123a760e45517d4","4.2940001137766","No"
"0xe84c7fb5a771b878eb013157136ace49331a95f7","1.98229230503451","No"
"0x3917c92fa0743f793e9cd577a20f702cefbc6339","5E-17","No"
"0x387619db77bc3be51936bb50b1d30ebfeb340086","12.102391524614","No"
"0x04b3b37555742e0527032cd44a783ff26634292c","8.2187233445E-08","No"
"0xf9b4bc3614eaf3f30b08f277d42218a666f4884d","5","No"
"0x70f37d003038567601004df6c6cfd7a42515a829","1","No"
"0xcdf2c7b60d84cb04f885523f4e2cb73e3cd212c6","0.442892407315723","No"
"0xcce8d59affdd93be338fc77fa0a298c2cb65da59","2.847006441E-09","No"
"0x4b72f2e5c29da484879f9a2923d50912fc40543b","3E-18","No"
"0xb28b75e559879b3c275d3dc62d1ba20470b84121","0.000218555859264912","No"
"0xe33c8e3a0d14a81f0dd7e174830089e82f65fc85","1.0604942510669E-05","No"
"0xdfc6b65d0e0c77155c0b7039b7943a1f173052a5","7.541952889E-09","No"
"0x8fac2c8dafeb6bc93848c292772bfe68666a866a","4E-18","No"
"0x5ad6cda815522ad97f75652e7ca194c579f2bcf0","10","No"
"0x131975ca3e75259e60afeb1cd34051a6804da505","9.6761113058238E-05","No"
"0x6e629b4aa1b77c60ec375fd2ca91a157c8076488","0.350670898771136","No"
"0x86587327a9dbea6ef2d4fbc142be241801b858b2","4E-18","No"
"0xd568102c4475752050319aae686b0deb0380482a","1","No"
"0x31e523f2fee6ea62f6eb4b9b04beb96027db27ed","0.001","No"
"0x427bff4e7d5353c5337cc6bc08e14d101332a146","0.2","No"
"0xef39390a0c6bd683c91cc28b974af03f1627daff","4.9927174012322E-05","No"
"0xedb7367fd9d58fc59f9d28edd74c056ce84222d3","1","No"
"0x063a94464a1d8431f954b8627276a5ba522ac0b6","0.05","No"
"0x8940866a6d3ceb7225853133a86a45692a2f42c5","0.02","No"
"0x4014a54b8bbf39b6954ef2969aac36d4cd86da86","0.2","No"
"0x0228613c8f9f3a379a6a7b42e31628a4f48b0b13","0.4","No"
"0x07e304bb6f51aa3b75142830379b45f4ca76dbb7","0.00349326139772269","No"
"0x037518b8458df6bbb2e4d467ca6a74df27540fe3","1","No"
"0x3278776fdb3a3d786c93f3bfbcdd5862aa49a7ef","1","No"
"0xadc803e9c28a1e688cebfc7e5fb7cdf94594c64c","2E-18","No"
"0xe8317bde10278fa5b1e3cff0cee4df3b166b14f1","0.00347993506121298","No"
"0xac690f7fbc28252dc25f71ca2c1fade14cf63423","2.2E-17","No"
"0x2497dffc5ed6e49678302c48a29cd930928dc1c8","0.1","No"
"0xc9678f9bbf02b27e62292d5ecedc14e3d7058148","0.6","No"
"0x3751a6607255ee9d9da62ba85a26b13f4fece51d","2.10041294305834","No"
"0x9cebbe3a0bb2b508e9a29c8c9f10a503ed7299ce","9E-18","No"
"0x87563f01b6168696226c4a6a40f0652b72ef6e46","3","No"
"0x917d84695fec047102a1997d46867be7fe4bbbc6","1.02466871240093","No"
"0xe9a93302f4a5195f8d5c0fd7de853f39c07e5279","4.4E-17","No"
"0x9b24b757edabf8aa27457e358cb7f0a393643716","0.5","No"
"0xe69e0e75f5407932b771caea796f62c07b6a19e6","5E-18","No"
"0xbd1f7d88c76a86c60d41bddd4819fae404e7151e","0.01","No"
"0x7107bd49293b237181381b9bab547b60a70f0bc5","1.93585733608715","No"
"0xaaf85e898e8fa0cd14955726f50986500d057c55","2","No"
"0x5f25aae956ba5a2d8e0d3ef51b5edaa197db6e95","6.89851445844468","No"
"0x212efbbe1564aad37d7701dcf60a00c6e1f62ce7","0.888351435924111","No"
"0xdba9c2ea6714cfc8c078e20e648698a71eb9d413","12.7240381022929","No"
"0xba5e3bfb95cfc6fd8b013b098b33c302a2e267f4","7.03387751233006","No"
"0x02c545e7e16afbbe405fad98a8a5a9a9feece114","1.02412705703819","No"
"0x9d0b387774ac44d2f24878f7786d3529cdd37c45","0.313928231100864","No"
"0xcc05bc903361c425c163d2830ced134e63c90c0d","7.56093775764711","No"
"0x33114f128ec53b95c3c8a935f219c1334b885a92","0.0361060218341747","No"
"0x92672c3a622df16ba1ffa6983322184aa772e3b9","7.20814204534382","No"
"0x341e73ca369e5977f04d0deea7cecf284b5ee938","0.0359699160982002","No"
"0xf1b45b2ca64396d3cf2fa37565a5ec2bcd1c3409","0.00359695590825028","No"
"0xaedb2c6b46e0dd68e8e422023153f10e4882d5c2","0.0359692029500962","No"
"0x9857cafb54137968f2a3ee5b3cc4afdfe9459892","0.001","No"
"0xebf84d648f2f6d328a4f3606f33ec7139f4c8d9e","0.0359685366284365","No"
"0xb5a5ed8ace74277ad395b241a56cedfaaecd0c3b","0.001","No"
"0x5d98c3251f3840346dae2e65fb77e5c5427ca8e0","0.001","No"
"0x726a89cbd8fddff66b139502202d87d278b02c94","0.0359892847780624","No"
"0x83e30eacf0c6af79b431783f7eb04fb487b69917","0.0713781926818656","No"
"0x5bf331e6e97343a1c6c0cdffeea7f0c2ce24f39f","0.2","No"
"0x9a31ec2df5d42aa0537ff845b01512112d94a7a4","9E-18","No"
"0x1677ef78d98eeb2505ec6a7f1a5cf5886ec94c4c","3.64544712513758","No"
"0x0fec3e16f6783077024950b4e54e3eba7f244492","3.54510858456622","No"
"0x17c2e1357b2367f78c131040ab9d8a4e3d050c60","3.00909951644818","No"
"0xf4ad9aa91cfcdce896145dac806c5034cb31fb41","7E-18","No"
"0x7e566e6525f7295a126013420316ebc4fbc20baa","7E-18","No"
"0x01cb539fcc0ca484ce947a731b2680129e0db206","6.9E-17","No"
"0xc2e5ed18a7e27b8d8178201ebb6ea4bc85ff8f3f","14.0901193771473","No"
"0xf1af8666cf3c7e35a71dd89ba9a92c33e36a1215","3","No"
"0x976ee23bc79eb97808a1f58e96d353565a4b3e20","32.3904963818347","No"
"0xf54c4e762b9ee54c2ca5172f71a66e46615d427a","12.6468338021931","No"
"0x1b5bd387e3245241ac0d7696e61845e9a75cc76c","2","No"
"0x5b2feecd0f30e28197535acbd55865dc39d2894c","3E-18","No"
"0x6be359787f676ae0a3ff934007637e224a152b9d","8E-18","No"
"0xc4a639cba07bfbf4c0a2eef7fb441895af7bc807","16.5416123921971","No"
"0x41756244cd9b13192c2bffde7028dc4d20f272dd","2E-18","No"
"0xd3d360bfa8b20252a6f06ad59d3cbbe13e57d335","1.743927047036E-06","No"
"0x3eace61993aad16d37557bbd293013cb4a6c0a9f","15.513806873357","No"
"0x6e7ea33a90719bdec3886d0eebbfdcaf88f6893a","1.1","No"
"0xbe8d0de182848016b431165d24fd2f9cc6e5371c","1","No"
"0x6fe3b559696461bb446472a3517434f990eeefc4","0.988194552035854","No"
"0x24442ed936be9a2cd97377fbd8a225091aef612c","10","No"
"0x57a2750ffa903c763459be85907ed9cdf2828efe","1.49505870187293","No"
"0xaa538989d68dff5ea683b4ae73c18a40ac83f741","8E-18","No"
"0x046cf89007220f9f92efb88e94bd6d6e2b509dbc","1E-18","No"
"0xa1e2421a68f0208b75acb0014a69e89b1f7492ea","2","No"
"0xab1ebf5a5154bc740ab2f9167e4616a39391b646","1","No"
"0xaba7568c9c5422ede8b3f01b688591a39a7e9166","2.29291132570798","No"
"0xb3aa2d7fde5944735160134cb592818f7aa51ba1","3","No"
"0x89327b46254de6933e081e7c50ac3f6e42782889","12.9517085681344","No"
"0xb7ec3629a8126e0ebb4ed209aa904270339ca4c4","0.34930605943434","No"
"0x64e983062cbc87eca0fca095a75e4a76ca147581","3.5","No"
"0xdf281cc1b3d564784b1e8dfacba11ab60ca47958","1","No"
"0x8eb4496e03afc3638d5ad342beab497ba7579042","2E-18","No"
"0xcb3766edc1714c53866f2d08e409080a6aa128cd","0.01","No"
"0x6887444a5b74b746f56ae08952f4e1b404ff7ca5","0.1","No"
"0x30633ecacd7d9f6f9884abdcd130d5efee75d9c7","0.228724416128181","No"
"0x8404db1d74694ae9b00b73fc0498d01d13b3fcf6","0.105510951486303","No"
"0x8106c5c285b0c2c9edda52653fad1f036e451e67","0.007","No"
