product,day,usd_volume,av 
DPI,2021-10-16T00:00:00+00:00,2.24E+06,1.77E+06
DPI,2021-10-17T00:00:00+00:00,1.63E+06,1.90E+06
DPI,2021-10-18T00:00:00+00:00,1.22E+06,1.89E+06
DPI,2021-10-19T00:00:00+00:00,1.82E+06,1.88E+06
DPI,2021-10-20T00:00:00+00:00,4.55E+06,2.21E+06
DPI,2021-10-21T00:00:00+00:00,3.29E+06,2.44E+06
DPI,2021-10-22T00:00:00+00:00,2.51E+06,2.46E+06
DPI,2021-10-23T00:00:00+00:00,937128.5383,2.27E+06
DPI,2021-10-24T00:00:00+00:00,2.98E+06,2.37E+06
DPI,2021-10-25T00:00:00+00:00,1.27E+06,2.32E+06
DPI,2021-10-26T00:00:00+00:00,4.50E+06,2.73E+06
DPI,2021-10-27T00:00:00+00:00,5.69E+06,3.22E+06
DPI,2021-10-28T00:00:00+00:00,1.36E+06,2.82E+06
DPI,2021-10-29T00:00:00+00:00,1.93E+06,2.65E+06
DPI,2021-10-30T00:00:00+00:00,1.22E+06,2.49E+06
DPI,2021-10-31T00:00:00+00:00,2.79E+06,2.72E+06
DPI,2021-11-01T00:00:00+00:00,4.35E+06,2.89E+06
DPI,2021-11-02T00:00:00+00:00,1.88E+06,2.96E+06
DPI,2021-11-03T00:00:00+00:00,1.76E+06,2.62E+06
DPI,2021-11-04T00:00:00+00:00,1.60E+06,2.11E+06
DPI,2021-11-05T00:00:00+00:00,2.62E+06,2.27E+06
DPI,2021-11-06T00:00:00+00:00,1.62E+06,2.23E+06
DPI,2021-11-07T00:00:00+00:00,1.67E+06,2.29E+06
DPI,2021-11-08T00:00:00+00:00,2.47E+06,2.25E+06
DPI,2021-11-09T00:00:00+00:00,2.02E+06,1.96E+06
DPI,2021-11-10T00:00:00+00:00,6.25E+06,2.50E+06
DPI,2021-11-11T00:00:00+00:00,1.68E+06,2.49E+06
DPI,2021-11-12T00:00:00+00:00,2.00E+06,2.54E+06
DPI,2021-11-13T00:00:00+00:00,760951.0466,2.31E+06
DPI,2021-11-14T00:00:00+00:00,2.26E+06,2.39E+06
DPI,2021-11-15T00:00:00+00:00,1.28E+06,2.34E+06
DPI,2021-11-16T00:00:00+00:00,3.44E+06,2.46E+06
DPI,2021-11-17T00:00:00+00:00,1.91E+06,2.45E+06
DPI,2021-11-18T00:00:00+00:00,1.77E+06,1.89E+06
DPI,2021-11-19T00:00:00+00:00,2.45E+06,1.98E+06
DPI,2021-11-20T00:00:00+00:00,1.11E+06,1.87E+06
DPI,2021-11-21T00:00:00+00:00,759431.6211,1.87E+06
DPI,2021-11-22T00:00:00+00:00,2.39E+06,1.89E+06
DPI,2021-11-23T00:00:00+00:00,1.79E+06,1.95E+06
DPI,2021-11-24T00:00:00+00:00,1.54E+06,1.71E+06
DPI,2021-11-25T00:00:00+00:00,1.81E+06,1.70E+06
DPI,2021-11-26T00:00:00+00:00,4.51E+06,2.04E+06
DPI,2021-11-27T00:00:00+00:00,2.03E+06,1.99E+06
DPI,2021-11-28T00:00:00+00:00,2.23E+06,2.13E+06
DPI,2021-11-29T00:00:00+00:00,954805.7741,2.16E+06
DPI,2021-11-30T00:00:00+00:00,2.83E+06,2.21E+06
DPI,2021-12-01T00:00:00+00:00,1.45E+06,2.17E+06
DPI,2021-12-02T00:00:00+00:00,2.04E+06,2.23E+06
DPI,2021-12-03T00:00:00+00:00,2.53E+06,2.32E+06
DPI,2021-12-04T00:00:00+00:00,6.81E+06,2.61E+06
DPI,2021-12-05T00:00:00+00:00,2.37E+06,2.65E+06
DPI,2021-12-06T00:00:00+00:00,3.58E+06,2.82E+06
DPI,2021-12-07T00:00:00+00:00,2.10E+06,2.96E+06
DPI,2021-12-08T00:00:00+00:00,2.53E+06,2.93E+06
DPI,2021-12-09T00:00:00+00:00,2.09E+06,3.01E+06
DPI,2021-12-10T00:00:00+00:00,2.99E+06,3.12E+06
DPI,2021-12-11T00:00:00+00:00,986588.681,2.93E+06
DPI,2021-12-12T00:00:00+00:00,643612.2158,2.16E+06
DPI,2021-12-13T00:00:00+00:00,3.71E+06,2.33E+06
DPI,2021-12-14T00:00:00+00:00,877998.8773,1.99E+06
DPI,2021-12-15T00:00:00+00:00,1.68E+06,1.94E+06
DPI,2021-12-16T00:00:00+00:00,729185.0372,1.71E+06
DPI,2021-12-17T00:00:00+00:00,1.95E+06,1.70E+06
DPI,2021-12-18T00:00:00+00:00,1.93E+06,1.56E+06
DPI,2021-12-19T00:00:00+00:00,3.05E+06,1.82E+06
DPI,2021-12-20T00:00:00+00:00,1.04E+06,1.87E+06
DPI,2021-12-21T00:00:00+00:00,783796.908,1.51E+06
DPI,2021-12-22T00:00:00+00:00,289448.1784,1.43E+06
DPI,2021-12-23T00:00:00+00:00,7.40E+06,2.15E+06
DPI,2021-12-24T00:00:00+00:00,1.27E+06,2.21E+06
DPI,2021-12-25T00:00:00+00:00,225642.7971,2.00E+06
DPI,2021-12-26T00:00:00+00:00,1.87E+06,1.99E+06
DPI,2021-12-27T00:00:00+00:00,2.26E+06,1.89E+06
DPI,2021-12-28T00:00:00+00:00,1.09E+07,3.12E+06
DPI,2021-12-29T00:00:00+00:00,733183.4089,3.11E+06
DPI,2021-12-30T00:00:00+00:00,3.42E+06,3.51E+06
DPI,2021-12-31T00:00:00+00:00,3.45E+06,3.01E+06
DPI,2022-01-01T00:00:00+00:00,3.95E+06,3.35E+06
DPI,2022-01-02T00:00:00+00:00,574178.6799,3.39E+06
DPI,2022-01-03T00:00:00+00:00,2.30E+06,3.44E+06
DPI,2022-01-04T00:00:00+00:00,1.26E+06,3.32E+06
DPI,2022-01-05T00:00:00+00:00,2.58E+06,2.28E+06
DPI,2022-01-06T00:00:00+00:00,3.65E+06,2.65E+06
DPI,2022-01-07T00:00:00+00:00,2.47E+06,2.53E+06
DPI,2022-01-08T00:00:00+00:00,1.20E+06,2.25E+06
DPI,2022-01-09T00:00:00+00:00,891882.5063,1.87E+06
DPI,2022-01-10T00:00:00+00:00,1.95E+06,2.04E+06
DPI,2022-01-11T00:00:00+00:00,641164.3118,1.83E+06
DPI,2022-01-12T00:00:00+00:00,1.21E+06,1.82E+06
DPI,2022-01-13T00:00:00+00:00,360367.542,1.55E+06
DPI,2022-01-14T00:00:00+00:00,1.58E+06,1.29E+06
DPI,2022-01-15T00:00:00+00:00,908668.1944,1.09E+06
DPI,2022-01-16T00:00:00+00:00,1.24E+06,1.10E+06
DPI,2022-01-17T00:00:00+00:00,894404.3819,1.10E+06
DPI,2022-01-18T00:00:00+00:00,748277.051,947311.3634
DPI,2022-01-19T00:00:00+00:00,629244.0626,945821.3323
DPI,2022-01-20T00:00:00+00:00,1.87E+06,1.03E+06
DPI,2022-01-21T00:00:00+00:00,2.62E+06,1.31E+06
DPI,2022-01-22T00:00:00+00:00,5.46E+06,1.80E+06
DPI,2022-01-23T00:00:00+00:00,486645.0133,1.74E+06
DPI,2022-01-24T00:00:00+00:00,836611.0466,1.69E+06
DPI,2022-01-25T00:00:00+00:00,1.22E+06,1.73E+06
DPI,2022-01-26T00:00:00+00:00,2.51E+06,1.95E+06
DPI,2022-01-27T00:00:00+00:00,5.81E+06,2.60E+06
DPI,2022-01-28T00:00:00+00:00,1.01E+06,2.49E+06
DPI,2022-01-29T00:00:00+00:00,165485.0041,2.19E+06
DPI,2022-01-30T00:00:00+00:00,126366.2652,1.52E+06
DPI,2022-01-31T00:00:00+00:00,448206.3362,1.52E+06
DPI,2022-02-01T00:00:00+00:00,246047.6545,1.44E+06
DPI,2022-02-02T00:00:00+00:00,4.02E+06,1.79E+06
DPI,2022-02-03T00:00:00+00:00,158385.2664,1.50E+06
DPI,2022-02-04T00:00:00+00:00,352380.4868,816878.45
DPI,2022-02-05T00:00:00+00:00,506695.502,753369.3357
DPI,2022-02-06T00:00:00+00:00,695116.0886,819573.2213
DPI,2022-02-07T00:00:00+00:00,246019.2492,834529.8443
DPI,2022-02-08T00:00:00+00:00,223952.9164,806498.1668
DPI,2022-02-09T00:00:00+00:00,75205.04031,785142.8401
DPI,2022-02-10T00:00:00+00:00,1.65E+06,488483.3387
DPI,2022-02-11T00:00:00+00:00,184358.5036,491729.9933
DPI,2022-02-12T00:00:00+00:00,175339.7631,469599.9029
DPI,2022-02-13T00:00:00+00:00,749861.6634,499995.6731
DPI,2022-02-14T00:00:00+00:00,321780.7912,453328.7609
DPI,2022-02-15T00:00:00+00:00,303318.7023,460491.1925
DPI,2022-02-16T00:00:00+00:00,68401.76836,441047.299
DPI,2022-02-17T00:00:00+00:00,575036.9652,503526.2896
DPI,2022-02-18T00:00:00+00:00,193455.8156,321444.2466
DPI,2022-02-19T00:00:00+00:00,486446.2829,359205.219
DPI,2022-02-20T00:00:00+00:00,524111.9296,402801.7398
DPI,2022-02-21T00:00:00+00:00,473193.0451,368218.1625
DPI,2022-02-22T00:00:00+00:00,476908.082,387609.0739
DPI,2022-02-23T00:00:00+00:00,418040.7138,401949.3253
DPI,2022-02-24T00:00:00+00:00,436064.2018,447907.1295
DPI,2022-02-25T00:00:00+00:00,105761.971,389247.7552
DPI,2022-02-26T00:00:00+00:00,63711.21065,373029.6796
DPI,2022-02-27T00:00:00+00:00,153126.308,331364.6827
DPI,2022-02-28T00:00:00+00:00,328910.7881,306964.5401
DPI,2022-03-01T00:00:00+00:00,588862.7157,321423.2489
DPI,2022-03-02T00:00:00+00:00,695752.8205,348778.8412
DPI,2022-03-03T00:00:00+00:00,60746.038,304117.0067
DPI,2022-03-04T00:00:00+00:00,381644.073,297314.4906
DPI,2022-03-05T00:00:00+00:00,210792.4138,310443.296
DPI,2022-03-06T00:00:00+00:00,189251.797,326135.8693
DPI,2022-03-07T00:00:00+00:00,191506.5162,330933.3953
DPI,2022-03-08T00:00:00+00:00,350960.291,333689.5831
DPI,2022-03-09T00:00:00+00:00,425940.499,313324.306
DPI,2022-03-10T00:00:00+00:00,174529.2611,248171.3611
DPI,2022-03-11T00:00:00+00:00,328228.0139,281606.6081
DPI,2022-03-12T00:00:00+00:00,204320.8148,259441.2008
DPI,2022-03-13T00:00:00+00:00,87053.56969,243973.8453
DPI,2022-03-14T00:00:00+00:00,23337.27316,223234.5299
DPI,2022-03-15T00:00:00+00:00,44917.33845,204910.8826
DPI,2022-03-16T00:00:00+00:00,301997.8018,198790.5715
DPI,2022-03-17T00:00:00+00:00,350513.3263,189362.1749
DPI,2022-03-18T00:00:00+00:00,132725.2291,184136.6709
DPI,2022-03-19T00:00:00+00:00,260081.1655,175618.3149
DPI,2022-03-20T00:00:00+00:00,195720.6579,174543.2952
DPI,2022-03-21T00:00:00+00:00,131021.6961,180039.311
DPI,2022-03-22T00:00:00+00:00,432508.9879,231185.7754
DPI,2022-03-23T00:00:00+00:00,604857.0552,301178.24
DPI,2022-03-24T00:00:00+00:00,104133.7875,276445.2382
DPI,2022-03-25T00:00:00+00:00,120995.1303,247755.4637
DPI,2022-03-26T00:00:00+00:00,422227.5555,283943.2545
DPI,2022-03-27T00:00:00+00:00,569779.6477,322655.5648
DPI,2022-03-28T00:00:00+00:00,127255.6259,314097.4358
DPI,2022-03-29T00:00:00+00:00,2.49E+06,608904.9866
DPI,2022-03-30T00:00:00+00:00,1.04E+06,684317.1473
DPI,2022-03-31T00:00:00+00:00,905143.3295,721852.9316
DPI,2022-04-01T00:00:00+00:00,411836.6841,760315.7937
DPI,2022-04-02T00:00:00+00:00,916785.3641,859789.5729
DPI,2022-04-03T00:00:00+00:00,653758.4304,888730.9323
DPI,2022-04-04T00:00:00+00:00,317432.0058,857187.477
DPI,2022-04-05T00:00:00+00:00,297668.274,878489.058
DPI,2022-04-06T00:00:00+00:00,2.63E+06,896507.2067
DPI,2022-04-07T00:00:00+00:00,141180.3549,784678.9668
DPI,2022-04-08T00:00:00+00:00,297984.4776,708784.1103
DPI,2022-04-09T00:00:00+00:00,106352.8285,670598.6284
DPI,2022-04-10T00:00:00+00:00,135661.8994,572958.1953
DPI,2022-04-11T00:00:00+00:00,1.24E+06,645814.4385
DPI,2022-04-12T00:00:00+00:00,374778.1501,652982.7066
DPI,2022-04-13T00:00:00+00:00,242114.9244,646038.5379
DPI,2022-04-14T00:00:00+00:00,454510.873,373648.9855
DPI,2022-04-15T00:00:00+00:00,170866.9956,377359.8156
DPI,2022-04-16T00:00:00+00:00,117607.3404,354812.6735
DPI,2022-04-17T00:00:00+00:00,237506.8063,371206.9207
DPI,2022-04-18T00:00:00+00:00,246457.204,385056.3338
DPI,2022-04-19T00:00:00+00:00,138537.3994,247797.4617
DPI,2022-04-20T00:00:00+00:00,497750.9712,263169.0643
DPI,2022-04-21T00:00:00+00:00,255364.5089,264825.2624
DPI,2022-04-22T00:00:00+00:00,177884.7935,230247.0024
DPI,2022-04-23T00:00:00+00:00,232743.1319,237981.5195
DPI,2022-04-24T00:00:00+00:00,112600.4457,237355.6576
DPI,2022-04-25T00:00:00+00:00,291223.1992,244070.2067
DPI,2022-04-26T00:00:00+00:00,279530.3841,248204.3542
DPI,2022-04-27T00:00:00+00:00,348935.6728,274504.1384
DPI,2022-04-28T00:00:00+00:00,189836.6976,236014.8542
DPI,2022-04-29T00:00:00+00:00,417470.5434,256278.1085
DPI,2022-04-30T00:00:00+00:00,985812.4096,357269.0605
DPI,2022-05-01T00:00:00+00:00,4.10E+06,840968.5621
DPI,2022-05-02T00:00:00+00:00,6.60E+06,1.65E+06
DPI,2022-05-03T00:00:00+00:00,233948.0667,1.64E+06
DPI,2022-05-04T00:00:00+00:00,593981.5612,1.68E+06
DPI,2022-05-05T00:00:00+00:00,321837.2108,1.68E+06
DPI,2022-05-06T00:00:00+00:00,205812.1952,1.68E+06
DPI,2022-05-07T00:00:00+00:00,258040.6731,1.66E+06
DPI,2022-05-08T00:00:00+00:00,279277.4211,1.57E+06
DPI,2022-05-09T00:00:00+00:00,680738.7726,1.15E+06
DPI,2022-05-10T00:00:00+00:00,570114.0037,392968.7381
DPI,2022-05-11T00:00:00+00:00,1.55E+06,557144.2709
DPI,2022-05-12T00:00:00+00:00,487814.6583,543873.408
DPI,2022-05-13T00:00:00+00:00,798303.1903,603431.6555
DPI,2022-05-14T00:00:00+00:00,429201.3849,631355.3042
DPI,2022-05-15T00:00:00+00:00,380994.2814,646724.5052
DPI,2022-05-16T00:00:00+00:00,329371.6593,652986.285
DPI,2022-05-17T00:00:00+00:00,223870.2443,595877.719
DPI,2022-05-18T00:00:00+00:00,435591.2872,579062.3794
DPI,2022-05-19T00:00:00+00:00,212540.6366,412210.9178
DPI,2022-05-20T00:00:00+00:00,178462.465,373541.8936
DPI,2022-05-21T00:00:00+00:00,560075.3228,343763.4102
DPI,2022-05-22T00:00:00+00:00,117250.6603,304769.5696
DPI,2022-05-23T00:00:00+00:00,887825.2891,368123.4456
DPI,2022-05-24T00:00:00+00:00,989468.7458,450635.5814
DPI,2022-05-25T00:00:00+00:00,893104.3589,534289.8457
DPI,2022-05-26T00:00:00+00:00,783627.9207,577794.4249
DPI,2022-05-27T00:00:00+00:00,3.08E+06,936527.5888
DPI,2022-05-28T00:00:00+00:00,1.53E+06,1.11E+06
DPI,2022-05-29T00:00:00+00:00,2.79E+06,1.38E+06
DPI,2022-05-30T00:00:00+00:00,1.54E+06,1.56E+06
DPI,2022-05-31T00:00:00+00:00,1.06E+06,1.58E+06
DPI,2022-06-01T00:00:00+00:00,726565.1936,1.55E+06
DPI,2022-06-02T00:00:00+00:00,843931.4944,1.55E+06
DPI,2022-06-03T00:00:00+00:00,635321.4064,1.53E+06
DPI,2022-06-04T00:00:00+00:00,760576.1802,1.24E+06
DPI,2022-06-05T00:00:00+00:00,732408.8063,1.14E+06
DPI,2022-06-06T00:00:00+00:00,370595.2506,834250.0713
DPI,2022-06-07T00:00:00+00:00,74843.61966,651029.9833
DPI,2022-06-08T00:00:00+00:00,16916.3398,520144.7864
DPI,2022-06-09T00:00:00+00:00,86393.1834,440123.2851
DPI,2022-06-10T00:00:00+00:00,659012.1916,417008.3723
DPI,2022-06-11T00:00:00+00:00,115436.4209,352022.7491
DPI,2022-06-12T00:00:00+00:00,352431.5191,301004.6664
DPI,2022-06-13T00:00:00+00:00,1.85E+06,440688.1944
DPI,2022-06-14T00:00:00+00:00,562426.4963,464667.1001
DPI,2022-06-15T00:00:00+00:00,468347.606,513855.0984
DPI,2022-06-16T00:00:00+00:00,1.64E+06,716384.8543
DPI,2022-06-17T00:00:00+00:00,231903.9355,734573.6983
DPI,2022-06-18T00:00:00+00:00,328559.5659,693267.1201
DPI,2022-06-19T00:00:00+00:00,257079.3765,710972.4896
DPI,2022-06-20T00:00:00+00:00,172439.7226,688473.515
DPI,2022-06-21T00:00:00+00:00,350535.7964,501055.8608
DPI,2022-06-22T00:00:00+00:00,424447.237,483808.4534
DPI,2022-06-23T00:00:00+00:00,164635.3072,445844.416
DPI,2022-06-24T00:00:00+00:00,100039.2777,253705.0273
DPI,2022-06-25T00:00:00+00:00,171987.9437,246215.5284
DPI,2022-06-26T00:00:00+00:00,231467.9454,234079.0758
DPI,2022-06-27T00:00:00+00:00,137120.7105,219084.2425
DPI,2022-06-28T00:00:00+00:00,94546.84149,209347.6324
DPI,2022-06-29T00:00:00+00:00,1.09E+06,301726.7227
DPI,2022-06-30T00:00:00+00:00,94866.47337,260529.1273
DPI,2022-07-01T00:00:00+00:00,140872.8746,257558.8232
DPI,2022-07-02T00:00:00+00:00,80196.13721,255078.4307
DPI,2022-07-03T00:00:00+00:00,26899.0111,236942.3141
DPI,2022-07-04T00:00:00+00:00,166580.8319,228831.4249
DPI,2022-07-05T00:00:00+00:00,121451.4721,226872.7701
DPI,2022-07-06T00:00:00+00:00,1.81E+06,441829.723
DPI,2022-07-07T00:00:00+00:00,103448.8807,318564.7682
DPI,2022-07-08T00:00:00+00:00,175942.5137,328699.2732
DPI,2022-07-09T00:00:00+00:00,2.53E+06,627014.4353
DPI,2022-07-10T00:00:00+00:00,75537.44429,626432.0987
DPI,2022-07-11T00:00:00+00:00,146671.2767,641403.6319
DPI,2022-07-12T00:00:00+00:00,160328.5816,640622.1006
DPI,2022-07-13T00:00:00+00:00,351032.0465,669319.6724
DPI,2022-07-14T00:00:00+00:00,230243.1087,471324.7529
DPI,2022-07-15T00:00:00+00:00,301349.4101,496062.3191
DPI,2022-07-16T00:00:00+00:00,328155.0496,515088.8861
DPI,2022-07-17T00:00:00+00:00,94845.09054,211020.251
DPI,2022-07-18T00:00:00+00:00,284934.5943,237194.8948
DPI,2022-07-19T00:00:00+00:00,200497.5382,243923.1775
DPI,2022-07-20T00:00:00+00:00,293606.6218,260582.9325
DPI,2022-07-21T00:00:00+00:00,144880.6576,234814.0089
DPI,2022-07-22T00:00:00+00:00,208052.8902,232040.2315
DPI,2022-07-23T00:00:00+00:00,69103.56536,203009.5009
DPI,2022-07-24T00:00:00+00:00,176729.4204,184081.2973
DPI,2022-07-25T00:00:00+00:00,345987.1147,215474.0503
DPI,2022-07-26T00:00:00+00:00,74722.43745,189197.5307
DPI,2022-07-27T00:00:00+00:00,230946.7269,193003.6793
DPI,2022-07-28T00:00:00+00:00,381990.1132,204051.6157
DPI,2022-07-29T00:00:00+00:00,179796.6039,208416.109
DPI,2022-07-30T00:00:00+00:00,135299.9534,199321.9919
DPI,2022-07-31T00:00:00+00:00,219376.2537,218106.0779
DPI,2022-08-01T00:00:00+00:00,87818.38331,206992.1983
DPI,2022-08-02T00:00:00+00:00,97030.67022,175872.6427
DPI,2022-08-03T00:00:00+00:00,4.18E+06,689631.7921
DPI,2022-08-04T00:00:00+00:00,471085.7316,719649.1676
DPI,2022-08-05T00:00:00+00:00,6.38E+06,1.47E+06
DPI,2022-08-06T00:00:00+00:00,419700.6694,1.50E+06
DPI,2022-08-07T00:00:00+00:00,28652.73098,1.49E+06
DPI,2022-08-08T00:00:00+00:00,70158.30576,1.47E+06
DPI,2022-08-09T00:00:00+00:00,206941.3392,1.48E+06
DPI,2022-08-10T00:00:00+00:00,178831.0859,1.49E+06
DPI,2022-08-11T00:00:00+00:00,306810.7065,1.01E+06
DPI,2022-08-12T00:00:00+00:00,236918.9359,978426.6575
DPI,2022-08-13T00:00:00+00:00,86357.92164,191796.4619
DPI,2022-08-14T00:00:00+00:00,160409.6439,159385.0837
DPI,2022-08-15T00:00:00+00:00,69896.85474,164540.5992
DPI,2022-08-16T00:00:00+00:00,49992.52121,162019.8761
DPI,2022-08-17T00:00:00+00:00,95855.0186,148134.086
DPI,2022-08-18T00:00:00+00:00,129468.9291,141963.8165
DPI,2022-08-19T00:00:00+00:00,341820.1781,146340.0004
DPI,2022-08-20T00:00:00+00:00,58729.01748,124066.2606
DPI,2022-08-21T00:00:00+00:00,58536.65096,120588.6018
DPI,2022-08-22T00:00:00+00:00,93248.76355,112193.4917
DPI,2022-08-23T00:00:00+00:00,67645.17861,111912.0322
DPI,2022-08-24T00:00:00+00:00,20523.0537,108228.3488
DPI,2022-08-25T00:00:00+00:00,78893.82064,106108.199
DPI,2022-08-26T00:00:00+00:00,74577.96741,99246.8288
DPI,2022-08-27T00:00:00+00:00,83775.01736,66991.18372
DPI,2022-08-28T00:00:00+00:00,69577.91723,68347.29618
DPI,2022-08-29T00:00:00+00:00,39984.09815,66028.22708
DPI,2022-08-30T00:00:00+00:00,68321.38088,62912.30425
DPI,2022-08-31T00:00:00+00:00,76757.57061,64051.35325
DPI,2022-09-01T00:00:00+00:00,55035.80322,68365.44694
DPI,2022-09-02T00:00:00+00:00,51531.27107,64945.12824
DPI,2022-09-03T00:00:00+00:00,46887.49553,61483.81926
DPI,2022-09-04T00:00:00+00:00,22612.00005,53838.44209
DPI,2022-09-05T00:00:00+00:00,42617.66013,50468.40995
DPI,2022-09-06T00:00:00+00:00,594293.1988,119757.0475
DPI,2022-09-07T00:00:00+00:00,56252.8925,118248.4865
DPI,2022-09-08T00:00:00+00:00,362679.1431,153988.683
DPI,2022-09-09T00:00:00+00:00,98020.03255,159361.7117
DPI,2022-09-10T00:00:00+00:00,74115.74639,162184.7711
DPI,2022-09-11T00:00:00+00:00,63989.4114,164322.5106
DPI,2022-09-12T00:00:00+00:00,97288.1654,173657.0313
DPI,2022-09-13T00:00:00+00:00,250604.4363,199655.3783
DPI,2022-09-14T00:00:00+00:00,130053.4412,141625.4086
DPI,2022-09-15T00:00:00+00:00,152073.3612,153602.9672
DPI,2022-09-16T00:00:00+00:00,208076.7013,134277.662
DPI,2022-09-17T00:00:00+00:00,71791.29055,130999.0692
DPI,2022-09-18T00:00:00+00:00,153910.1454,140973.3691
DPI,2022-09-19T00:00:00+00:00,155185.1141,152372.8319
DPI,2022-09-20T00:00:00+00:00,591424.8701,214139.92
DPI,2022-09-21T00:00:00+00:00,141502.3514,200502.1594
DPI,2022-09-22T00:00:00+00:00,168968.9039,205366.5922
DPI,2022-09-23T00:00:00+00:00,111608.2967,200308.4592
DPI,2022-09-24T00:00:00+00:00,100476.7895,186858.4702
DPI,2022-09-25T00:00:00+00:00,54231.80657,184663.5347
DPI,2022-09-26T00:00:00+00:00,548719.7889,234014.7402
DPI,2022-09-27T00:00:00+00:00,2.81E+06,566133.5871
DPI,2022-09-28T00:00:00+00:00,214627.6834,519033.9388
DPI,2022-09-29T00:00:00+00:00,55217.4783,508248.3297
DPI,2022-09-30T00:00:00+00:00,88563.22126,498197.6193
DPI,2022-10-01T00:00:00+00:00,187535.2488,507688.4883
DPI,2022-10-02T00:00:00+00:00,419454.721,547560.7298
DPI,2022-10-03T00:00:00+00:00,69988.76106,549530.3491
DPI,2022-10-04T00:00:00+00:00,61616.42702,488642.4288
DPI,2022-10-05T00:00:00+00:00,101368.8243,149796.5456
DPI,2022-10-06T00:00:00+00:00,28281.8449,126503.3158
DPI,2022-10-07T00:00:00+00:00,131669.7388,136059.8484
DPI,2022-10-08T00:00:00+00:00,44761.89755,130584.6829
DPI,2022-10-09T00:00:00+00:00,60256.91053,114674.8906
DPI,2022-10-10T00:00:00+00:00,67460.25808,70675.58279
DPI,2022-10-11T00:00:00+00:00,113668.6495,76135.56885
DPI,2022-10-12T00:00:00+00:00,46456.13608,74240.53248
DPI,2022-10-13T00:00:00+00:00,188003.5768,85069.87654
DPI,2022-10-14T00:00:00+00:00,58898.8878,88897.0069
DPI,2022-10-15T00:00:00+00:00,26158.09267,75708.05113
DPI,2022-10-16T00:00:00+00:00,65442.73468,78293.15577
DPI,2022-10-17T00:00:00+00:00,63550.13097,78704.80833
DPI,2022-10-18T00:00:00+00:00,104699.396,83359.70057
DPI,2022-10-19T00:00:00+00:00,77602.04804,78851.37538
DPI,2022-10-20T00:00:00+00:00,111665.229,87002.512
DPI,2022-10-21T00:00:00+00:00,215163.8276,90397.54335
DPI,2022-10-22T00:00:00+00:00,98387.79241,95333.65643
DPI,2022-10-23T00:00:00+00:00,43836.88356,97543.50529
DPI,2022-10-24T00:00:00+00:00,26436.16719,92667.68435
DPI,2022-10-25T00:00:00+00:00,99980.22814,97221.4465
DPI,2022-10-26T00:00:00+00:00,190320.9207,107924.1371
DPI,2022-10-27T00:00:00+00:00,103146.5624,111117.2014
DPI,2022-10-28T00:00:00+00:00,49386.52186,103332.363
DPI,2022-10-29T00:00:00+00:00,117368.9188,91107.99939
DPI,2022-10-30T00:00:00+00:00,80494.93088,88871.3917
DPI,2022-10-31T00:00:00+00:00,26811.7228,86743.2466
DPI,2022-11-01T00:00:00+00:00,112777.2015,97535.8759
DPI,2022-11-02T00:00:00+00:00,105273.64,98197.55238
DPI,2022-11-03T00:00:00+00:00,8.26E+06,1.11E+06
DPI,2022-11-04T00:00:00+00:00,182903.6196,1.12E+06
DPI,2022-11-05T00:00:00+00:00,139265.778,1.13E+06
DPI,2022-11-06T00:00:00+00:00,67023.71408,1.12E+06
DPI,2022-11-07T00:00:00+00:00,162484.6742,1.13E+06
DPI,2022-11-08T00:00:00+00:00,1.14E+06,1.27E+06
DPI,2022-11-09T00:00:00+00:00,250313.6881,1.29E+06
DPI,2022-11-10T00:00:00+00:00,244209.7855,1.30E+06
DPI,2022-11-11T00:00:00+00:00,2.62E+06,600447.1647
DPI,2022-11-12T00:00:00+00:00,258206.1273,609859.9782
DPI,2022-11-13T00:00:00+00:00,65709.99165,600665.5049
DPI,2022-11-14T00:00:00+00:00,160552.3798,612356.5881
DPI,2022-11-15T00:00:00+00:00,99730.59691,604512.3285
DPI,2022-11-16T00:00:00+00:00,2412.937745,462648.8562
DPI,2022-11-17T00:00:00+00:00,335104.1019,473247.6579
DPI,2022-11-18T00:00:00+00:00,72494.01225,451783.1863
DPI,2022-11-19T00:00:00+00:00,1.20E+06,274053.0747
DPI,2022-11-20T00:00:00+00:00,571158.0592,313172.0662
DPI,2022-11-21T00:00:00+00:00,1.02E+06,432349.754
DPI,2022-11-22T00:00:00+00:00,731569.6367,503726.9111
DPI,2022-11-23T00:00:00+00:00,394269.368,540544.2575
DPI,2022-11-24T00:00:00+00:00,25578.21711,543439.9174
DPI,2022-11-25T00:00:00+00:00,40431.61691,506605.8568
DPI,2022-11-26T00:00:00+00:00,58329.8585,504835.3375
DPI,2022-11-27T00:00:00+00:00,31670.02522,359017.2844
DPI,2022-11-28T00:00:00+00:00,23301.24946,290535.1832
DPI,2022-11-29T00:00:00+00:00,154333.2688,182435.4051
DPI,2022-11-30T00:00:00+00:00,80790.4062,101088.0013
DPI,2022-12-01T00:00:00+00:00,93326.65987,63470.16276
DPI,2022-12-02T00:00:00+00:00,32461.41055,64330.56194
DPI,2022-12-03T00:00:00+00:00,9882.91314,60511.97397
DPI,2022-12-04T00:00:00+00:00,3297.175061,53632.88854
DPI,2022-12-05T00:00:00+00:00,57175.07384,56821.01962
DPI,2022-12-06T00:00:00+00:00,43876.71092,59392.9523
